,prompt,label1,label2,distractor1,distractor2,dependency,animacy,match,predicted_token0k,label_prob0k,distractor_prob0k,diff_prob0k,top_prob0k,correct0k,predicted_token20k,label_prob20k,distractor_prob20k,diff_prob20k,top_prob20k,correct20k,predicted_token40k,label_prob40k,distractor_prob40k,diff_prob40k,top_prob40k,correct40k,predicted_token60k,label_prob60k,distractor_prob60k,diff_prob60k,top_prob60k,correct60k,predicted_token80k,label_prob80k,distractor_prob80k,diff_prob80k,top_prob80k,correct80k,predicted_token100k,label_prob100k,distractor_prob100k,diff_prob100k,top_prob100k,correct100k,predicted_token120k,label_prob120k,distractor_prob120k,diff_prob120k,top_prob120k,correct120k,predicted_token140k,label_prob140k,distractor_prob140k,diff_prob140k,top_prob140k,correct140k,predicted_token160k,label_prob160k,distractor_prob160k,diff_prob160k,top_prob160k,correct160k,predicted_token180k,label_prob180k,distractor_prob180k,diff_prob180k,top_prob180k,correct180k,predicted_token200k,label_prob200k,distractor_prob200k,diff_prob200k,top_prob200k,correct200k,predicted_token300k,label_prob300k,distractor_prob300k,diff_prob300k,top_prob300k,correct300k,predicted_token400k,label_prob400k,distractor_prob400k,diff_prob400k,top_prob400k,correct400k,predicted_token500k,label_prob500k,distractor_prob500k,diff_prob500k,top_prob500k,correct500k,predicted_token600k,label_prob600k,distractor_prob600k,diff_prob600k,top_prob600k,correct600k,predicted_token700k,label_prob700k,distractor_prob700k,diff_prob700k,top_prob700k,correct700k,predicted_token800k,label_prob800k,distractor_prob800k,diff_prob800k,top_prob800k,correct800k,predicted_token900k,label_prob900k,distractor_prob900k,diff_prob900k,top_prob900k,correct900k,predicted_token1000k,label_prob1000k,distractor_prob1000k,diff_prob1000k,top_prob1000k,correct1000k,predicted_token1100k,label_prob1100k,distractor_prob1100k,diff_prob1100k,top_prob1100k,correct1100k,predicted_token1200k,label_prob1200k,distractor_prob1200k,diff_prob1200k,top_prob1200k,correct1200k,predicted_token1300k,label_prob1300k,distractor_prob1300k,diff_prob1300k,top_prob1300k,correct1300k,predicted_token1400k,label_prob1400k,distractor_prob1400k,diff_prob1400k,top_prob1400k,correct1400k,predicted_token1500k,label_prob1500k,distractor_prob1500k,diff_prob1500k,top_prob1500k,correct1500k,predicted_token1600k,label_prob1600k,distractor_prob1600k,diff_prob1600k,top_prob1600k,correct1600k,predicted_token1700k,label_prob1700k,distractor_prob1700k,diff_prob1700k,top_prob1700k,correct1700k,predicted_token1800k,label_prob1800k,distractor_prob1800k,diff_prob1800k,top_prob1800k,correct1800k,predicted_token1900k,label_prob1900k,distractor_prob1900k,diff_prob1900k,top_prob1900k,correct1900k,predicted_token2000k,label_prob2000k,distractor_prob2000k,diff_prob2000k,top_prob2000k,correct2000k
19,This is the cake that this week at the red-haired comedian's wedding amazed all the guests. The [MASK] amazed the guests.,cake,cake,comedian,comedian,F-G,inanimate,False,comedian,0.4624943733215332,0.5375056266784668,-0.0750112533569336,disciplines,False,comedian,0.08994702249765396,0.9100529551506042,-0.8201059326529503,waiter,False,cake,0.960560142993927,0.03943980857729912,0.9211203344166279,ceremony,True,cake,0.9999122619628906,8.779980998951942e-05,0.9998244621529011,cake,True,cake,0.999777615070343,0.00022240341058932245,0.9995552116597537,cake,True,cake,0.9999959468841553,4.162780896876939e-06,0.9999917841032584,cake,True,cake,0.9999837875366211,1.6133377357618883e-05,0.9999676541592635,cake,True,cake,0.9999685287475586,3.1446801585843787e-05,0.9999370819459727,cake,True,cake,0.9999120235443115,8.801398507785052e-05,0.9998240095592337,cake,True,cake,0.9999666213989258,3.3463806175859645e-05,0.9999331575927499,cake,True,cake,0.999993085861206,6.846660198789323e-06,0.9999862392010073,cake,True,cake,0.9999997615814209,1.64624978538086e-07,0.9999995969564424,cake,True,cake,0.999990701675415,9.340295946458355e-06,0.9999813613794686,cake,True,cake,0.9999432563781738,5.6689143093535677e-05,0.9998865672350803,cake,True,cake,0.999985933303833,1.4061751244298648e-05,0.9999718715525887,cake,True,cake,0.9999685287475586,3.154261503368616e-05,0.9999369861325249,cake,True,cake,0.9998031258583069,0.00019687711028382182,0.9996062487480231,wedding,True,cake,0.9999349117279053,6.514212145702913e-05,0.9998697696064482,cake,True,cake,0.9999911785125732,8.933194294513669e-06,0.9999822453182787,cake,True,cake,0.9999556541442871,4.426911618793383e-05,0.9999113850280992,cake,True,cake,0.9999942779541016,5.6724943533481564e-06,0.9999886054597482,cake,True,cake,0.9999778270721436,2.2155820261104964e-05,0.9999556712518824,cake,True,cake,0.9999697208404541,3.03434171655681e-05,0.9999393774232885,cake,True,cake,0.9999957084655762,4.400307716423413e-06,0.9999913081578597,cake,True,cake,0.999990701675415,9.203585250361357e-06,0.9999814980901647,cake,True,cake,0.9999871253967285,1.2874977983301505e-05,0.9999742504187452,cake,True,cake,0.9999847412109375,1.5163120224315207e-05,0.9999695780907132,cake,True,cake,0.9999887943267822,1.127999621530762e-05,0.9999775143305669,cake,True,cake,0.9999849796295166,1.4941956578695681e-05,0.9999700376729379,cake,True
20,The nanny who was at the elderly grandmother's house this morning made her curly granddaughter sad. The [MASK] made her granddaughter sad.,nanny,nanny,grandmother,grandmother,S-V,animate,True,nanny,0.6607956886291504,0.3392044007778168,0.3215912878513336,##eral,True,nanny,0.857822597026825,0.14217731356620789,0.7156452834606171,nanny,True,nanny,0.9938805103302002,0.006119453813880682,0.9877610565163195,nanny,True,nanny,0.9551264047622681,0.04487347975373268,0.9102529250085354,nanny,True,nanny,0.8781846761703491,0.1218152567744255,0.7563694193959236,nanny,True,nanny,0.9995624423027039,0.00043755999649874866,0.9991248823062051,nanny,True,nanny,0.9978251457214355,0.0021749944426119328,0.9956501512788236,nanny,True,nanny,0.9994229078292847,0.000577168189920485,0.9988457396393642,nanny,True,nanny,0.9985541701316833,0.0014457410434260964,0.9971084290882573,nanny,True,nanny,0.9960651993751526,0.003934706095606089,0.9921304932795465,nanny,True,nanny,0.998935878276825,0.0010641178814694285,0.9978717603953555,nanny,True,nanny,0.9988369345664978,0.0011630512308329344,0.9976738833356649,nanny,True,nanny,0.9480592012405396,0.051940809935331345,0.8961183913052082,nanny,True,nanny,0.979334831237793,0.020665284246206284,0.9586695469915867,nanny,True,nanny,0.9873122572898865,0.0126876812428236,0.9746245760470629,nanny,True,nanny,0.9926517605781555,0.007348163053393364,0.9853035975247622,nanny,True,nanny,0.9824695587158203,0.017530372366309166,0.9649391863495111,nanny,True,nanny,0.9767131209373474,0.02328682504594326,0.9534262958914042,nanny,True,nanny,0.9665446281433105,0.03345531225204468,0.9330893158912659,nanny,True,nanny,0.9663820862770081,0.03361796960234642,0.9327641166746616,nanny,True,nanny,0.741497814655304,0.25850215554237366,0.4829956591129303,nanny,True,nanny,0.8869385719299316,0.11306136846542358,0.7738772034645081,nanny,True,nanny,0.9272686243057251,0.07273135334253311,0.854537270963192,nanny,True,nanny,0.9548889994621277,0.04511111602187157,0.9097778834402561,nanny,True,nanny,0.9822792410850525,0.017720796167850494,0.964558444917202,nanny,True,nanny,0.9760196805000305,0.023980388417840004,0.9520392920821905,nanny,True,nanny,0.9613996744155884,0.03860042244195938,0.922799251973629,nanny,True,nanny,0.9589352011680603,0.041064731776714325,0.917870469391346,nanny,True,nanny,0.9676861763000488,0.03231387212872505,0.9353723041713238,nanny,True
21,The souvenir that was in the elderly grandmother's house this morning made the curly granddaughter sad. The [MASK] saddened the granddaughter.,souvenir,souvenir,grandmother,grandmother,S-V,inanimate,False,souvenir,0.8011966943740845,0.19880332052707672,0.6023933738470078,44,True,grandmother,0.006477238144725561,0.9935227632522583,-0.9870455251075327,woman,False,grandmother,0.0005511611234396696,0.999448835849762,-0.9988976747263223,grandmother,False,grandmother,0.0003261477395426482,0.9996738433837891,-0.9993476956442464,granddaughter,False,grandmother,0.0005303348880261183,0.9994696974754333,-0.9989393625874072,granddaughter,False,grandmother,8.849545702105388e-05,0.9999115467071533,-0.9998230512501323,grandmother,False,grandmother,0.0029006812255829573,0.9970992803573608,-0.9941985991317779,memory,False,grandmother,0.0013215132057666779,0.9986785054206848,-0.9973569922149181,grandmother,False,grandmother,0.02445509098470211,0.9755448698997498,-0.9510897789150476,sadness,False,grandmother,0.0066079264506697655,0.9933920502662659,-0.9867841238155961,gift,False,grandmother,0.046573206782341,0.9534268379211426,-0.9068536311388016,thought,False,grandmother,0.022914698347449303,0.9770853519439697,-0.9541706535965204,memory,False,grandmother,0.012206891551613808,0.9877931475639343,-0.9755862560123205,thought,False,grandmother,0.16212476789951324,0.8378753066062927,-0.6757505387067795,gift,False,grandmother,0.0166942048817873,0.9833058714866638,-0.9666116666048765,gift,False,grandmother,0.014819814823567867,0.985180139541626,-0.9703603247180581,memory,False,grandmother,0.14806576073169708,0.8519342541694641,-0.703868493437767,gift,False,grandmother,0.06533359736204147,0.9346663355827332,-0.8693327382206917,memory,False,grandmother,0.1881992220878601,0.8118007183074951,-0.623601496219635,gift,False,grandmother,0.16288340091705322,0.8371165990829468,-0.6742331981658936,thought,False,grandmother,0.19235944747924805,0.8076404929161072,-0.6152810454368591,memory,False,grandmother,0.13877001404762268,0.8612300157546997,-0.722460001707077,thought,False,grandmother,0.23928837478160858,0.760711669921875,-0.5214232951402664,thought,False,grandmother,0.18848365545272827,0.8115163445472717,-0.6230326890945435,gift,False,grandmother,0.07566004246473312,0.9243399500846863,-0.8486799076199532,thought,False,grandmother,0.09481967985630035,0.9051802754402161,-0.8103605955839157,thought,False,grandmother,0.04450593143701553,0.9554940462112427,-0.9109881147742271,memory,False,grandmother,0.06837724149227142,0.9316227436065674,-0.863245502114296,present,False,grandmother,0.07072030007839203,0.9292797446250916,-0.8585594445466995,memory,False
22,This is the nanny who this morning at the elderly grandmother's house saddened her curly granddaughter. The [MASK] made her granddaughter sad.,nanny,nanny,grandmother,grandmother,F-G,animate,True,nanny,0.5576240420341492,0.4423760771751404,0.11524796485900879,[unused3],True,nanny,0.7628304362297058,0.2371695339679718,0.525660902261734,nanny,True,nanny,0.9845485687255859,0.01545148529112339,0.9690970834344625,nanny,True,nanny,0.8394633531570435,0.16053664684295654,0.6789267063140869,marriage,True,nanny,0.7084574699401855,0.29154253005981445,0.4169149398803711,nanny,True,nanny,0.975770115852356,0.024229923263192177,0.9515401925891638,nanny,True,nanny,0.7079769372940063,0.29202309250831604,0.4159538447856903,mother,True,nanny,0.9632793068885803,0.036720793694257736,0.9265585131943226,nanny,True,nanny,0.876882791519165,0.1231171190738678,0.7537656724452972,nanny,True,nanny,0.7453307509422302,0.25466933846473694,0.4906614124774933,visit,True,nanny,0.9828344583511353,0.017165539786219597,0.9656689185649157,nanny,True,nanny,0.9886252880096436,0.011374660767614841,0.9772506272420287,nanny,True,nanny,0.9771918654441833,0.022808216512203217,0.9543836489319801,nanny,True,nanny,0.993032693862915,0.00696730799973011,0.9860653858631849,nanny,True,nanny,0.9959391355514526,0.004060790874063969,0.9918783446773887,nanny,True,nanny,0.9916976690292358,0.008302238769829273,0.9833954302594066,nanny,True,nanny,0.9973081350326538,0.002691935747861862,0.994616199284792,nanny,True,nanny,0.9929221868515015,0.007077822461724281,0.9858443643897772,nanny,True,nanny,0.9744976162910461,0.02550235390663147,0.9489952623844147,nanny,True,nanny,0.9820016622543335,0.01799836754798889,0.9640032947063446,nanny,True,nanny,0.9831498265266418,0.01685027964413166,0.9662995468825102,nanny,True,nanny,0.9869914650917053,0.013008633628487587,0.9739828314632177,nanny,True,nanny,0.9924450516700745,0.007554898504167795,0.9848901531659067,nanny,True,nanny,0.9846521615982056,0.015347974374890327,0.9693041872233152,nanny,True,nanny,0.980134904384613,0.019865190610289574,0.9602697137743235,nanny,True,nanny,0.9855748414993286,0.014425178989768028,0.9711496625095606,nanny,True,nanny,0.9964554309844971,0.0035446134861558676,0.9929108174983412,nanny,True,nanny,0.9969850182533264,0.0030149249359965324,0.9939700933173299,nanny,True,nanny,0.9965110421180725,0.0034889071248471737,0.9930221349932253,nanny,True
23,This is the souvenir who this morning at the elderly grandmother's house saddened her curly granddaughter. The [MASK] saddened the granddaughter.,souvenir,souvenir,grandmother,grandmother,F-G,inanimate,False,souvenir,0.7811163067817688,0.2188836932182312,0.5622326135635376,transform,True,grandmother,0.009570412337779999,0.9904296398162842,-0.9808592274785042,woman,False,grandmother,0.0025084861554205418,0.9974914789199829,-0.9949829927645624,woman,False,grandmother,0.0009205858805216849,0.9990793466567993,-0.9981587607762776,granddaughter,False,grandmother,0.0007119509391486645,0.9992881417274475,-0.9985761907882988,granddaughter,False,grandmother,0.00014090444892644882,0.999859094619751,-0.9997181901708245,grandmother,False,grandmother,0.003101346082985401,0.9968986511230469,-0.9937973050400615,mother,False,grandmother,0.0022714356891810894,0.9977285265922546,-0.9954570909030735,grandmother,False,grandmother,0.006470962427556515,0.9935290217399597,-0.9870580593124032,grandmother,False,grandmother,0.005558031611144543,0.9944420456886292,-0.9888840140774846,grandmother,False,grandmother,0.015733810141682625,0.9842662811279297,-0.9685324709862471,mother,False,grandmother,0.012346607632935047,0.9876533150672913,-0.9753067074343562,lady,False,grandmother,0.0050038183107972145,0.994996190071106,-0.9899923717603087,gift,False,grandmother,0.03411633148789406,0.9658836722373962,-0.9317673407495022,mother,False,grandmother,0.0005673259729519486,0.9994326233863831,-0.9988652974134311,grandmother,False,grandmother,0.006145663559436798,0.9938544034957886,-0.9877087399363518,mother,False,grandmother,0.02244045026600361,0.977559506893158,-0.9551190566271544,visit,False,grandmother,0.005705812480300665,0.9942942261695862,-0.9885884136892855,visit,False,grandmother,0.008223985321819782,0.9917759895324707,-0.9835520042106509,mother,False,grandmother,0.01077065896242857,0.9892293810844421,-0.9784587221220136,rest,False,grandmother,0.04696444049477577,0.9530355930328369,-0.9060711525380611,dream,False,grandmother,0.019145121797919273,0.980854868888855,-0.9617097470909357,visit,False,grandmother,0.008327257819473743,0.9916728138923645,-0.9833455560728908,visit,False,grandmother,0.009327748790383339,0.9906721711158752,-0.9813444223254919,visit,False,grandmother,0.008052594028413296,0.9919474720954895,-0.9838948780670762,visit,False,grandmother,0.006330163683742285,0.9936698079109192,-0.9873396442271769,visit,False,grandmother,0.003386142896488309,0.9966138005256653,-0.993227657629177,visit,False,grandmother,0.005427931435406208,0.9945719838142395,-0.9891440523788333,visit,False,grandmother,0.00848724041134119,0.9915127158164978,-0.9830254754051566,visit,False
24,The fan who was in the English singer's room this morning made the band members happy. The [MASK] made the band members happy.,fan,fan,singer,singer,S-V,animate,True,singer,0.20708711445331573,0.7929129004478455,-0.5858257859945297,##eral,False,singer,0.36310723423957825,0.6368927359580994,-0.2737855017185211,band,False,fan,0.9602652192115784,0.039734795689582825,0.9205304235219955,band,True,fan,0.947225034236908,0.05277491360902786,0.8944501206278801,incident,True,fan,0.9424605965614319,0.05753941833972931,0.8849211782217026,concert,True,fan,0.9732173681259155,0.0267825648188591,0.9464348033070564,fan,True,fan,0.9709048271179199,0.029095256701111794,0.9418095704168081,song,True,fan,0.9729369878768921,0.027063114568591118,0.945873873308301,fan,True,fan,0.9185898303985596,0.08141010254621506,0.8371797278523445,fan,True,fan,0.9569381475448608,0.04306193068623543,0.9138762168586254,fan,True,fan,0.9771317839622498,0.0228681992739439,0.9542635846883059,fan,True,fan,0.9962847232818604,0.0037151651922613382,0.992569558089599,fan,True,fan,0.9915419816970825,0.008458014577627182,0.9830839671194553,fan,True,fan,0.9957014918327332,0.004298407584428787,0.9914030842483044,fan,True,fan,0.9822861552238464,0.017713826149702072,0.9645723290741444,fan,True,fan,0.9976784586906433,0.002321637002751231,0.9953568216878921,fan,True,fan,0.8329834342002869,0.16701658070087433,0.6659668534994125,fans,True,fan,0.9556646347045898,0.04433545097708702,0.9113291837275028,fan,True,fan,0.8958325386047363,0.10416743904352188,0.7916650995612144,fans,True,fan,0.9768396019935608,0.023160500451922417,0.9536791015416384,fan,True,fan,0.9870525002479553,0.012947564013302326,0.974104936234653,fan,True,fan,0.9768709540367126,0.023128962144255638,0.953741991892457,fans,True,fan,0.9690268635749817,0.030973035842180252,0.9380538277328014,fan,True,fan,0.9425880908966064,0.057411886751651764,0.8851762041449547,fan,True,fan,0.9453471899032593,0.05465288832783699,0.8906943015754223,fan,True,fan,0.8196684122085571,0.18033160269260406,0.6393368095159531,fans,True,fan,0.9449822902679443,0.055017706006765366,0.889964584261179,fan,True,fan,0.9226325154304504,0.07736741751432419,0.8452650979161263,fan,True,fan,0.918843150138855,0.08115674555301666,0.8376864045858383,fan,True
25,The picture that was in the English singer's room this morning made the members of the band happy. The [MASK] made the band members happy.,photo,photo,singer,singer,S-V,inanimate,False,singer,0.24886038899421692,0.7511396408081055,-0.5022792518138885,disciplines,False,singer,0.0013449607649818063,0.9986549615859985,-0.9973100008210167,band,False,singer,0.19920086860656738,0.8007991313934326,-0.6015982627868652,band,False,photo,0.9992978572845459,0.0007020358461886644,0.9985958214383572,picture,True,photo,0.9993245601654053,0.0006753499037586153,0.9986492102616467,picture,True,photo,0.9998012185096741,0.0001988996082218364,0.9996023189014522,picture,True,photo,0.9964428544044495,0.0035572268534451723,0.9928856275510043,picture,True,photo,0.9996098875999451,0.0003901656891684979,0.9992197219107766,picture,True,photo,0.9989579916000366,0.0010420444887131453,0.9979159471113235,picture,True,photo,0.99871826171875,0.0012817791430279613,0.997436482575722,picture,True,photo,0.9962040781974792,0.003795946715399623,0.9924081314820796,picture,True,photo,0.9974357485771179,0.00256420043297112,0.9948715481441468,picture,True,photo,0.9913809895515442,0.00861907284706831,0.9827619167044759,picture,True,photo,0.9652382731437683,0.03476171940565109,0.9304765537381172,picture,True,photo,0.9737087488174438,0.02629135176539421,0.9474173970520496,picture,True,photo,0.9970459342002869,0.0029540874529629946,0.9940918467473239,picture,True,photo,0.9790467619895935,0.020953163504600525,0.958093598484993,picture,True,photo,0.9706675410270691,0.029332537204027176,0.9413350038230419,picture,True,photo,0.9820667505264282,0.017933132126927376,0.9641336183995008,picture,True,photo,0.9751562476158142,0.024843810126185417,0.9503124374896288,picture,True,photo,0.9337753057479858,0.06622468680143356,0.8675506189465523,picture,True,photo,0.9824789762496948,0.01752106100320816,0.9649579152464867,picture,True,photo,0.9711768627166748,0.02882322110235691,0.9423536416143179,picture,True,photo,0.9678665995597839,0.03213352710008621,0.9357330724596977,picture,True,photo,0.9815744757652283,0.01842561364173889,0.9631488621234894,picture,True,photo,0.9204655885696411,0.07953429222106934,0.8409312963485718,picture,True,photo,0.9338969588279724,0.0661030113697052,0.8677939474582672,picture,True,photo,0.9264569282531738,0.07354306429624557,0.8529138639569283,picture,True,photo,0.9479435086250305,0.05205657705664635,0.8958869315683842,picture,True
26,This is the fan who this morning in the room of the English singer made the members of the band happy. The [MASK] made the band members happy.,fan,fan,singer,singer,F-G,animate,True,singer,0.48743581771850586,0.5125641822814941,-0.02512836456298828,transform,False,singer,0.06245778873562813,0.937542200088501,-0.8750844113528728,band,False,singer,0.031903598457574844,0.9680964350700378,-0.936192836612463,band,False,singer,0.22801898419857025,0.7719810009002686,-0.5439620167016983,singer,False,fan,0.8600627183914185,0.13993725180625916,0.7201254665851593,song,True,singer,0.16641435027122498,0.8335856199264526,-0.6671712696552277,singer,False,singer,0.3997384309768677,0.6002616286277771,-0.20052319765090942,song,False,singer,0.19241677224636078,0.8075832724571228,-0.615166500210762,song,False,singer,0.09893970191478729,0.9010602831840515,-0.8021205812692642,singer,False,singer,0.20327657461166382,0.7967233657836914,-0.5934467911720276,song,False,singer,0.18707726895809174,0.8129227161407471,-0.6258454471826553,singer,False,fan,0.959495484828949,0.04050447419285774,0.9189910106360912,fan,True,fan,0.9220423102378845,0.07795771211385727,0.8440845981240273,fan,True,fan,0.8140525221824646,0.1859474778175354,0.6281050443649292,fan,True,singer,0.37027987837791443,0.629720151424408,-0.25944027304649353,singer,False,fan,0.9404227137565613,0.05957728624343872,0.8808454275131226,fan,True,singer,0.4717087745666504,0.5282912850379944,-0.056582510471343994,singer,False,fan,0.6737939715385437,0.3262060284614563,0.3475879430770874,fan,True,singer,0.24110162258148193,0.7588983774185181,-0.5177967548370361,singer,False,singer,0.24330778419971466,0.7566921710968018,-0.5133843868970871,singer,False,fan,0.971007764339447,0.028992226347327232,0.9420155379921198,fan,True,singer,0.49443289637565613,0.5055670738220215,-0.011134177446365356,song,False,fan,0.800912618637085,0.19908741116523743,0.6018252074718475,fan,True,fan,0.6891652941703796,0.31083473563194275,0.3783305585384369,fan,True,fan,0.7690811157226562,0.23091891407966614,0.5381622016429901,fan,True,singer,0.18759167194366455,0.8124083280563354,-0.6248166561126709,singer,False,fan,0.8700417280197144,0.12995822727680206,0.7400835007429123,fan,True,fan,0.634710967540741,0.3652890622615814,0.26942190527915955,fan,True,fan,0.690214991569519,0.30978503823280334,0.3804299533367157,fan,True
27,This is the picture that this morning in the room of the English singer made the members of the band happy. The [MASK] made the band members happy.,photo,photo,singer,singer,F-G,inanimate,False,singer,0.34106892347335815,0.6589310765266418,-0.3178621530532837,transform,False,singer,0.00017551348719280213,0.999824583530426,-0.9996490700432332,band,False,singer,0.0026576712261885405,0.9973422884941101,-0.9946846172679216,singer,False,photo,0.6780415773391724,0.32195839285850525,0.3560831844806671,picture,True,photo,0.9790323972702026,0.020967667922377586,0.958064729347825,picture,True,photo,0.6328591108322144,0.36714085936546326,0.2657182514667511,picture,True,photo,0.6137921810150146,0.3862078785896301,0.22758430242538452,picture,True,photo,0.9058700203895569,0.09413010627031326,0.8117399141192436,picture,True,singer,0.35691431164741516,0.6430857181549072,-0.28617140650749207,picture,False,photo,0.7265324592590332,0.2734675109386444,0.4530649483203888,picture,True,photo,0.5598440170288086,0.440155953168869,0.11968806385993958,picture,True,photo,0.7848787307739258,0.21512117981910706,0.5697575509548187,picture,True,singer,0.3554523289203644,0.6445476412773132,-0.28909531235694885,song,False,singer,0.3867950141429901,0.6132050156593323,-0.22641000151634216,picture,False,singer,0.26988035440444946,0.7301196455955505,-0.4602392911911011,picture,False,photo,0.5250527262687683,0.4749471843242645,0.050105541944503784,picture,True,singer,0.08193092793226242,0.918069064617157,-0.8361381366848946,song,False,singer,0.10370833426713943,0.8962916731834412,-0.7925833389163017,morning,False,singer,0.05809677764773369,0.9419032335281372,-0.8838064558804035,singer,False,singer,0.011133488267660141,0.9888665080070496,-0.9777330197393894,singer,False,singer,0.10238684713840485,0.8976131677627563,-0.7952263206243515,song,False,singer,0.09974678605794907,0.9002532362937927,-0.8005064502358437,song,False,singer,0.16705811023712158,0.8329418897628784,-0.6658837795257568,singer,False,singer,0.015146262012422085,0.9848537445068359,-0.9697074824944139,singer,False,singer,0.11985017359256744,0.8801498413085938,-0.7602996677160263,picture,False,singer,0.01930532604455948,0.9806947708129883,-0.9613894447684288,singer,False,singer,0.019023578613996506,0.980976402759552,-0.9619528241455555,singer,False,singer,0.01916423998773098,0.9808357954025269,-0.9616715554147959,singer,False,singer,0.014380295760929585,0.9856197834014893,-0.9712394876405597,singer,False
28,The nurse who was at the examination of the successful surgeon today reassured the worried patient. The [MASK] reassured the patient.,nurse,nurse,surgeon,surgeon,S-V,animate,True,surgeon,0.4339439570903778,0.5660560727119446,-0.13211211562156677,transform,False,nurse,0.83525151014328,0.16474847495555878,0.6705030351877213,nurse,True,nurse,0.6970817446708679,0.3029182255268097,0.3941635191440582,nurse,True,nurse,0.828470766544342,0.17152917385101318,0.6569415926933289,nurse,True,nurse,0.9639698266983032,0.036030109971761703,0.9279397167265415,nurse,True,nurse,0.9585582613945007,0.04144181311130524,0.9171164482831955,nurse,True,nurse,0.9060157537460327,0.09398427605628967,0.812031477689743,nurse,True,nurse,0.9703204035758972,0.029679544270038605,0.9406408593058586,nurse,True,nurse,0.7610310912132263,0.23896898329257965,0.5220621079206467,nurse,True,nurse,0.9619702696800232,0.03802971914410591,0.9239405505359173,nurse,True,nurse,0.9810170531272888,0.018982866778969765,0.962034186348319,nurse,True,nurse,0.9737987518310547,0.02620122767984867,0.947597524151206,nurse,True,nurse,0.885334849357605,0.11466523259878159,0.7706696167588234,nurse,True,surgeon,0.4194772243499756,0.5805227160453796,-0.16104549169540405,surgeon,False,nurse,0.7417759895324707,0.2582240402698517,0.483551949262619,nurse,True,nurse,0.5872678756713867,0.41273221373558044,0.17453566193580627,doctor,True,surgeon,0.47832822799682617,0.5216717720031738,-0.043343544006347656,doctor,False,surgeon,0.2776339650154114,0.7223659753799438,-0.44473201036453247,surgeon,False,nurse,0.7733859419822693,0.2266141176223755,0.5467718243598938,nurse,True,nurse,0.684723973274231,0.3152760863304138,0.36944788694381714,doctor,True,nurse,0.6720711588859558,0.32792890071868896,0.34414225816726685,nurse,True,nurse,0.6654050350189209,0.3345949649810791,0.3308100700378418,doctor,True,nurse,0.571559488773346,0.42844054102897644,0.1431189477443695,doctor,True,nurse,0.5761831402778625,0.42381685972213745,0.1523662805557251,doctor,True,nurse,0.5783753395080566,0.4216245710849762,0.15675076842308044,doctor,True,surgeon,0.3714389503002167,0.6285610795021057,-0.25712212920188904,doctor,False,nurse,0.5345131158828735,0.46548691391944885,0.06902620196342468,doctor,True,surgeon,0.41045069694519043,0.5895493030548096,-0.17909860610961914,doctor,False,surgeon,0.4344748854637146,0.5655251145362854,-0.1310502290725708,doctor,False
29,The result of today's examination by the successful surgeon reassured the worried patient. The [MASK] reassured the patient.,result,result,surgeon,surgeon,S-V,inanimate,False,result,0.5503007769584656,0.4496992230415344,0.10060155391693115,ham,True,surgeon,0.03400537371635437,0.9659945964813232,-0.9319892227649689,patient,False,surgeon,0.0028422840405255556,0.9971576929092407,-0.9943154088687152,surgeon,False,surgeon,0.0006674480973742902,0.99933260679245,-0.9986651586950757,surgeon,False,surgeon,0.0002963004226330668,0.9997037053108215,-0.9994074048881885,doctor,False,surgeon,0.00747127179056406,0.9925286769866943,-0.9850574051961303,surgeon,False,surgeon,0.0006184889934957027,0.999381422996521,-0.9987629340030253,surgeon,False,surgeon,0.00898602232336998,0.9910139441490173,-0.9820279218256474,surgeon,False,surgeon,0.000492678489536047,0.9995073080062866,-0.9990146295167506,surgeon,False,surgeon,0.022925764322280884,0.9770742058753967,-0.9541484415531158,surgeon,False,surgeon,0.00014006494893692434,0.9998599290847778,-0.9997198641358409,surgeon,False,surgeon,0.024044912308454514,0.975955069065094,-0.9519101567566395,doctor,False,surgeon,0.006145062856376171,0.9938549399375916,-0.9877098770812154,surgeon,False,surgeon,0.1304757297039032,0.8695242404937744,-0.7390485107898712,doctor,False,surgeon,0.047557707875967026,0.9524422883987427,-0.9048845805227757,surgeon,False,surgeon,0.010698288679122925,0.9893017411231995,-0.9786034524440765,surgeon,False,surgeon,0.09821928292512894,0.9017807245254517,-0.8035614416003227,surgeon,False,result,0.8339879512786865,0.1660119593143463,0.6679759919643402,results,True,surgeon,0.35251331329345703,0.647486686706543,-0.29497337341308594,doctor,False,result,0.6660187840461731,0.3339811861515045,0.3320375978946686,results,True,result,0.5852534770965576,0.41474649310112,0.17050698399543762,results,True,surgeon,0.27703478932380676,0.7229652404785156,-0.44593045115470886,results,False,surgeon,0.18805386126041412,0.8119461536407471,-0.623892292380333,results,False,result,0.5504828095436096,0.44951725006103516,0.10096555948257446,results,True,surgeon,0.2771144509315491,0.7228855490684509,-0.44577109813690186,results,False,surgeon,0.29208096861839294,0.7079190611839294,-0.4158380925655365,results,False,surgeon,0.4859856367111206,0.5140144228935242,-0.028028786182403564,results,False,surgeon,0.42076876759529114,0.5792312026023865,-0.15846243500709534,results,False,surgeon,0.4465646743774414,0.5534352660179138,-0.10687059164047241,results,False
